Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Chert Dirt
appliedenergistics2:facade:0, Cable Facade - Chalk Dirt
appliedenergistics2:facade:0, Cable Facade - Rhyolite Dirt
appliedenergistics2:facade:0, Cable Facade - Basalt Dirt
appliedenergistics2:facade:0, Cable Facade - Andesite Dirt
appliedenergistics2:facade:0, Cable Facade - Dacite Dirt
appliedenergistics2:facade:0, Cable Facade - Quartzite Dirt
appliedenergistics2:facade:0, Cable Facade - Slate Dirt
appliedenergistics2:facade:0, Cable Facade - Phyllite Dirt
appliedenergistics2:facade:0, Cable Facade - Schist Dirt
appliedenergistics2:facade:0, Cable Facade - Gneiss Dirt
appliedenergistics2:facade:0, Cable Facade - Marble Dirt
appliedenergistics2:facade:0, Cable Facade - Granite Grass
appliedenergistics2:facade:0, Cable Facade - Diorite Grass
appliedenergistics2:facade:0, Cable Facade - Gabbro Grass
appliedenergistics2:facade:0, Cable Facade - Shale Grass
appliedenergistics2:facade:0, Cable Facade - Claystone Grass
appliedenergistics2:facade:0, Cable Facade - Rocksalt Grass
appliedenergistics2:facade:0, Cable Facade - Limestone Grass
appliedenergistics2:facade:0, Cable Facade - Conglomerate Grass
appliedenergistics2:facade:0, Cable Facade - Dolomite Grass
appliedenergistics2:facade:0, Cable Facade - Chert Grass
appliedenergistics2:facade:0, Cable Facade - Chalk Grass
appliedenergistics2:facade:0, Cable Facade - Rhyolite Grass
appliedenergistics2:facade:0, Cable Facade - Basalt Grass
appliedenergistics2:facade:0, Cable Facade - Andesite Grass
appliedenergistics2:facade:0, Cable Facade - Dacite Grass
appliedenergistics2:facade:0, Cable Facade - Quartzite Grass
appliedenergistics2:facade:0, Cable Facade - Slate Grass
appliedenergistics2:facade:0, Cable Facade - Phyllite Grass
appliedenergistics2:facade:0, Cable Facade - Schist Grass
appliedenergistics2:facade:0, Cable Facade - Gneiss Grass
appliedenergistics2:facade:0, Cable Facade - Marble Grass
appliedenergistics2:facade:0, Cable Facade - Dry Granite Grass
appliedenergistics2:facade:0, Cable Facade - Dry Diorite Grass
appliedenergistics2:facade:0, Cable Facade - Dry Gabbro Grass
appliedenergistics2:facade:0, Cable Facade - Dry Shale Grass
appliedenergistics2:facade:0, Cable Facade - Dry Claystone Grass
appliedenergistics2:facade:0, Cable Facade - Dry Rocksalt Grass
appliedenergistics2:facade:0, Cable Facade - Dry Limestone Grass
appliedenergistics2:facade:0, Cable Facade - Dry Conglomerate Grass
appliedenergistics2:facade:0, Cable Facade - Dry Dolomite Grass
appliedenergistics2:facade:0, Cable Facade - Dry Chert Grass
appliedenergistics2:facade:0, Cable Facade - Dry Chalk Grass
appliedenergistics2:facade:0, Cable Facade - Dry Rhyolite Grass
appliedenergistics2:facade:0, Cable Facade - Dry Basalt Grass
appliedenergistics2:facade:0, Cable Facade - Dry Andesite Grass
appliedenergistics2:facade:0, Cable Facade - Dry Dacite Grass
appliedenergistics2:facade:0, Cable Facade - Dry Quartzite Grass
appliedenergistics2:facade:0, Cable Facade - Dry Slate Grass
appliedenergistics2:facade:0, Cable Facade - Dry Phyllite Grass
appliedenergistics2:facade:0, Cable Facade - Dry Schist Grass
appliedenergistics2:facade:0, Cable Facade - Dry Gneiss Grass
appliedenergistics2:facade:0, Cable Facade - Dry Marble Grass
appliedenergistics2:facade:0, Cable Facade - Granite Clay
appliedenergistics2:facade:0, Cable Facade - Diorite Clay
appliedenergistics2:facade:0, Cable Facade - Gabbro Clay
appliedenergistics2:facade:0, Cable Facade - Shale Clay
appliedenergistics2:facade:0, Cable Facade - Claystone Clay
appliedenergistics2:facade:0, Cable Facade - Rocksalt Clay
appliedenergistics2:facade:0, Cable Facade - Limestone Clay
appliedenergistics2:facade:0, Cable Facade - Conglomerate Clay
appliedenergistics2:facade:0, Cable Facade - Dolomite Clay
appliedenergistics2:facade:0, Cable Facade - Chert Clay
appliedenergistics2:facade:0, Cable Facade - Chalk Clay
appliedenergistics2:facade:0, Cable Facade - Rhyolite Clay
appliedenergistics2:facade:0, Cable Facade - Basalt Clay
appliedenergistics2:facade:0, Cable Facade - Andesite Clay
appliedenergistics2:facade:0, Cable Facade - Dacite Clay
appliedenergistics2:facade:0, Cable Facade - Quartzite Clay
appliedenergistics2:facade:0, Cable Facade - Slate Clay
appliedenergistics2:facade:0, Cable Facade - Phyllite Clay
appliedenergistics2:facade:0, Cable Facade - Schist Clay
appliedenergistics2:facade:0, Cable Facade - Gneiss Clay
appliedenergistics2:facade:0, Cable Facade - Marble Clay
appliedenergistics2:facade:0, Cable Facade - Granite Clay Grass
appliedenergistics2:facade:0, Cable Facade - Diorite Clay Grass
appliedenergistics2:facade:0, Cable Facade - Gabbro Clay Grass
appliedenergistics2:facade:0, Cable Facade - Shale Clay Grass
appliedenergistics2:facade:0, Cable Facade - Claystone Clay Grass
appliedenergistics2:facade:0, Cable Facade - Rocksalt Clay Grass
appliedenergistics2:facade:0, Cable Facade - Limestone Clay Grass
appliedenergistics2:facade:0, Cable Facade - Conglomerate Clay Grass
appliedenergistics2:facade:0, Cable Facade - Dolomite Clay Grass
appliedenergistics2:facade:0, Cable Facade - Chert Clay Grass
appliedenergistics2:facade:0, Cable Facade - Chalk Clay Grass
appliedenergistics2:facade:0, Cable Facade - Rhyolite Clay Grass
appliedenergistics2:facade:0, Cable Facade - Basalt Clay Grass
appliedenergistics2:facade:0, Cable Facade - Andesite Clay Grass
appliedenergistics2:facade:0, Cable Facade - Dacite Clay Grass
appliedenergistics2:facade:0, Cable Facade - Quartzite Clay Grass
appliedenergistics2:facade:0, Cable Facade - Slate Clay Grass
appliedenergistics2:facade:0, Cable Facade - Phyllite Clay Grass
appliedenergistics2:facade:0, Cable Facade - Schist Clay Grass
appliedenergistics2:facade:0, Cable Facade - Gneiss Clay Grass
appliedenergistics2:facade:0, Cable Facade - Marble Clay Grass
appliedenergistics2:facade:0, Cable Facade - Granite Native Copper
appliedenergistics2:facade:0, Cable Facade - Diorite Native Copper
appliedenergistics2:facade:0, Cable Facade - Gabbro Native Copper
appliedenergistics2:facade:0, Cable Facade - Shale Native Copper
appliedenergistics2:facade:0, Cable Facade - Claystone Native Copper
appliedenergistics2:facade:0, Cable Facade - Rocksalt Native Copper
appliedenergistics2:facade:0, Cable Facade - Limestone Native Copper
appliedenergistics2:facade:0, Cable Facade - Conglomerate Native Copper
appliedenergistics2:facade:0, Cable Facade - Dolomite Native Copper
appliedenergistics2:facade:0, Cable Facade - Chert Native Copper
appliedenergistics2:facade:0, Cable Facade - Chalk Native Copper
appliedenergistics2:facade:0, Cable Facade - Rhyolite Native Copper
appliedenergistics2:facade:0, Cable Facade - Basalt Native Copper
appliedenergistics2:facade:0, Cable Facade - Andesite Native Copper
appliedenergistics2:facade:0, Cable Facade - Dacite Native Copper
appliedenergistics2:facade:0, Cable Facade - Quartzite Native Copper
appliedenergistics2:facade:0, Cable Facade - Slate Native Copper
appliedenergistics2:facade:0, Cable Facade - Phyllite Native Copper
appliedenergistics2:facade:0, Cable Facade - Schist Native Copper
appliedenergistics2:facade:0, Cable Facade - Gneiss Native Copper
appliedenergistics2:facade:0, Cable Facade - Marble Native Copper
appliedenergistics2:facade:0, Cable Facade - Granite Native Gold
appliedenergistics2:facade:0, Cable Facade - Diorite Native Gold
appliedenergistics2:facade:0, Cable Facade - Gabbro Native Gold
appliedenergistics2:facade:0, Cable Facade - Shale Native Gold
appliedenergistics2:facade:0, Cable Facade - Claystone Native Gold
appliedenergistics2:facade:0, Cable Facade - Rocksalt Native Gold
appliedenergistics2:facade:0, Cable Facade - Limestone Native Gold
appliedenergistics2:facade:0, Cable Facade - Conglomerate Native Gold
appliedenergistics2:facade:0, Cable Facade - Dolomite Native Gold
appliedenergistics2:facade:0, Cable Facade - Chert Native Gold
appliedenergistics2:facade:0, Cable Facade - Chalk Native Gold
appliedenergistics2:facade:0, Cable Facade - Rhyolite Native Gold
appliedenergistics2:facade:0, Cable Facade - Basalt Native Gold
appliedenergistics2:facade:0, Cable Facade - Andesite Native Gold
appliedenergistics2:facade:0, Cable Facade - Dacite Native Gold
appliedenergistics2:facade:0, Cable Facade - Quartzite Native Gold
appliedenergistics2:facade:0, Cable Facade - Slate Native Gold
appliedenergistics2:facade:0, Cable Facade - Phyllite Native Gold
appliedenergistics2:facade:0, Cable Facade - Schist Native Gold
appliedenergistics2:facade:0, Cable Facade - Gneiss Native Gold
appliedenergistics2:facade:0, Cable Facade - Marble Native Gold
appliedenergistics2:facade:0, Cable Facade - Granite Native Platinum
appliedenergistics2:facade:0, Cable Facade - Diorite Native Platinum
appliedenergistics2:facade:0, Cable Facade - Gabbro Native Platinum
appliedenergistics2:facade:0, Cable Facade - Shale Native Platinum
appliedenergistics2:facade:0, Cable Facade - Claystone Native Platinum
appliedenergistics2:facade:0, Cable Facade - Rocksalt Native Platinum
appliedenergistics2:facade:0, Cable Facade - Limestone Native Platinum
appliedenergistics2:facade:0, Cable Facade - Conglomerate Native Platinum
appliedenergistics2:facade:0, Cable Facade - Dolomite Native Platinum
appliedenergistics2:facade:0, Cable Facade - Chert Native Platinum
appliedenergistics2:facade:0, Cable Facade - Chalk Native Platinum
appliedenergistics2:facade:0, Cable Facade - Rhyolite Native Platinum
appliedenergistics2:facade:0, Cable Facade - Basalt Native Platinum
appliedenergistics2:facade:0, Cable Facade - Andesite Native Platinum
appliedenergistics2:facade:0, Cable Facade - Dacite Native Platinum
appliedenergistics2:facade:0, Cable Facade - Quartzite Native Platinum
appliedenergistics2:facade:0, Cable Facade - Slate Native Platinum
appliedenergistics2:facade:0, Cable Facade - Phyllite Native Platinum
appliedenergistics2:facade:0, Cable Facade - Schist Native Platinum
appliedenergistics2:facade:0, Cable Facade - Gneiss Native Platinum
appliedenergistics2:facade:0, Cable Facade - Marble Native Platinum
appliedenergistics2:facade:0, Cable Facade - Granite Hematite
appliedenergistics2:facade:0, Cable Facade - Diorite Hematite
appliedenergistics2:facade:0, Cable Facade - Gabbro Hematite
appliedenergistics2:facade:0, Cable Facade - Shale Hematite
appliedenergistics2:facade:0, Cable Facade - Claystone Hematite
appliedenergistics2:facade:0, Cable Facade - Rocksalt Hematite
appliedenergistics2:facade:0, Cable Facade - Limestone Hematite
appliedenergistics2:facade:0, Cable Facade - Conglomerate Hematite
appliedenergistics2:facade:0, Cable Facade - Dolomite Hematite
appliedenergistics2:facade:0, Cable Facade - Chert Hematite
appliedenergistics2:facade:0, Cable Facade - Chalk Hematite
appliedenergistics2:facade:0, Cable Facade - Rhyolite Hematite
appliedenergistics2:facade:0, Cable Facade - Basalt Hematite
appliedenergistics2:facade:0, Cable Facade - Andesite Hematite
appliedenergistics2:facade:0, Cable Facade - Dacite Hematite
appliedenergistics2:facade:0, Cable Facade - Quartzite Hematite
appliedenergistics2:facade:0, Cable Facade - Slate Hematite
appliedenergistics2:facade:0, Cable Facade - Phyllite Hematite
appliedenergistics2:facade:0, Cable Facade - Schist Hematite
appliedenergistics2:facade:0, Cable Facade - Gneiss Hematite
appliedenergistics2:facade:0, Cable Facade - Marble Hematite
appliedenergistics2:facade:0, Cable Facade - Granite Native Silver
appliedenergistics2:facade:0, Cable Facade - Diorite Native Silver
appliedenergistics2:facade:0, Cable Facade - Gabbro Native Silver
appliedenergistics2:facade:0, Cable Facade - Shale Native Silver
appliedenergistics2:facade:0, Cable Facade - Claystone Native Silver
appliedenergistics2:facade:0, Cable Facade - Rocksalt Native Silver
appliedenergistics2:facade:0, Cable Facade - Limestone Native Silver
appliedenergistics2:facade:0, Cable Facade - Conglomerate Native Silver
appliedenergistics2:facade:0, Cable Facade - Dolomite Native Silver
appliedenergistics2:facade:0, Cable Facade - Chert Native Silver
appliedenergistics2:facade:0, Cable Facade - Chalk Native Silver
appliedenergistics2:facade:0, Cable Facade - Rhyolite Native Silver
appliedenergistics2:facade:0, Cable Facade - Basalt Native Silver
appliedenergistics2:facade:0, Cable Facade - Andesite Native Silver
appliedenergistics2:facade:0, Cable Facade - Dacite Native Silver
appliedenergistics2:facade:0, Cable Facade - Quartzite Native Silver
appliedenergistics2:facade:0, Cable Facade - Slate Native Silver
appliedenergistics2:facade:0, Cable Facade - Phyllite Native Silver
appliedenergistics2:facade:0, Cable Facade - Schist Native Silver
appliedenergistics2:facade:0, Cable Facade - Gneiss Native Silver
appliedenergistics2:facade:0, Cable Facade - Marble Native Silver
appliedenergistics2:facade:0, Cable Facade - Granite Cassiterite
appliedenergistics2:facade:0, Cable Facade - Diorite Cassiterite
appliedenergistics2:facade:0, Cable Facade - Gabbro Cassiterite
appliedenergistics2:facade:0, Cable Facade - Shale Cassiterite
appliedenergistics2:facade:0, Cable Facade - Claystone Cassiterite
appliedenergistics2:facade:0, Cable Facade - Rocksalt Cassiterite
appliedenergistics2:facade:0, Cable Facade - Limestone Cassiterite
appliedenergistics2:facade:0, Cable Facade - Conglomerate Cassiterite
appliedenergistics2:facade:0, Cable Facade - Dolomite Cassiterite
appliedenergistics2:facade:0, Cable Facade - Chert Cassiterite
appliedenergistics2:facade:0, Cable Facade - Chalk Cassiterite
appliedenergistics2:facade:0, Cable Facade - Rhyolite Cassiterite
appliedenergistics2:facade:0, Cable Facade - Basalt Cassiterite
appliedenergistics2:facade:0, Cable Facade - Andesite Cassiterite
appliedenergistics2:facade:0, Cable Facade - Dacite Cassiterite
appliedenergistics2:facade:0, Cable Facade - Quartzite Cassiterite
appliedenergistics2:facade:0, Cable Facade - Slate Cassiterite
appliedenergistics2:facade:0, Cable Facade - Phyllite Cassiterite
appliedenergistics2:facade:0, Cable Facade - Schist Cassiterite
appliedenergistics2:facade:0, Cable Facade - Gneiss Cassiterite
appliedenergistics2:facade:0, Cable Facade - Marble Cassiterite
appliedenergistics2:facade:0, Cable Facade - Granite Galena
appliedenergistics2:facade:0, Cable Facade - Diorite Galena
appliedenergistics2:facade:0, Cable Facade - Gabbro Galena
appliedenergistics2:facade:0, Cable Facade - Shale Galena
appliedenergistics2:facade:0, Cable Facade - Claystone Galena
appliedenergistics2:facade:0, Cable Facade - Rocksalt Galena
appliedenergistics2:facade:0, Cable Facade - Limestone Galena
appliedenergistics2:facade:0, Cable Facade - Conglomerate Galena
appliedenergistics2:facade:0, Cable Facade - Dolomite Galena
appliedenergistics2:facade:0, Cable Facade - Chert Galena
appliedenergistics2:facade:0, Cable Facade - Chalk Galena
appliedenergistics2:facade:0, Cable Facade - Rhyolite Galena
appliedenergistics2:facade:0, Cable Facade - Basalt Galena
appliedenergistics2:facade:0, Cable Facade - Andesite Galena
appliedenergistics2:facade:0, Cable Facade - Dacite Galena
appliedenergistics2:facade:0, Cable Facade - Quartzite Galena
appliedenergistics2:facade:0, Cable Facade - Slate Galena
appliedenergistics2:facade:0, Cable Facade - Phyllite Galena
appliedenergistics2:facade:0, Cable Facade - Schist Galena
appliedenergistics2:facade:0, Cable Facade - Gneiss Galena
appliedenergistics2:facade:0, Cable Facade - Marble Galena
appliedenergistics2:facade:0, Cable Facade - Granite Bismuthinite
appliedenergistics2:facade:0, Cable Facade - Diorite Bismuthinite
appliedenergistics2:facade:0, Cable Facade - Gabbro Bismuthinite
appliedenergistics2:facade:0, Cable Facade - Shale Bismuthinite
appliedenergistics2:facade:0, Cable Facade - Claystone Bismuthinite
appliedenergistics2:facade:0, Cable Facade - Rocksalt Bismuthinite
appliedenergistics2:facade:0, Cable Facade - Limestone Bismuthinite
appliedenergistics2:facade:0, Cable Facade - Conglomerate Bismuthinite
appliedenergistics2:facade:0, Cable Facade - Dolomite Bismuthinite
appliedenergistics2:facade:0, Cable Facade - Chert Bismuthinite
appliedenergistics2:facade:0, Cable Facade - Chalk Bismuthinite
appliedenergistics2:facade:0, Cable Facade - Rhyolite Bismuthinite
appliedenergistics2:facade:0, Cable Facade - Basalt Bismuthinite
appliedenergistics2:facade:0, Cable Facade - Andesite Bismuthinite
appliedenergistics2:facade:0, Cable Facade - Dacite Bismuthinite
appliedenergistics2:facade:0, Cable Facade - Quartzite Bismuthinite
appliedenergistics2:facade:0, Cable Facade - Slate Bismuthinite
appliedenergistics2:facade:0, Cable Facade - Phyllite Bismuthinite
